age,sex,primacy_farming,primacy_coffee,coffee_count,coffee_count_unit,coffee_count_set,subcounty,parish,village,practice_list,weeding_status,weeding_constraint_1,weeding_constraint_2,weeding_constraint_3,weeding_constraint_4,weeding_constraint_5,weeding_constraint_6,weeding_constraint_7,weeding_other_1,weeding_other_2,weeding_other_3,weeding_other_4,weeding_other_5,weeding_other_6,weeding_other_7,herbicide_status,herbicide_constraint_1,herbicide_constraint_2,herbicide_constraint_3,herbicide_constraint_4,herbicide_constraint_5,herbicide_constraint_6,herbicide_constraint_7,herbicide_other_1,herbicide_other_2,herbicide_other_3,herbicide_other_4,herbicide_other_5,herbicide_other_6,herbicide_other_7,mulch_status,mulch_constraint_1,mulch_constraint_2,mulch_constraint_3,mulch_constraint_4,mulch_constraint_5,mulch_constraint_6,mulch_constraint_7,mulch_other_1,mulch_other_2,mulch_other_3,mulch_other_4,mulch_other_5,mulch_other_6,mulch_other_7,pruning_status,pruning_constraint_1,pruning_constraint_2,pruning_constraint_3,pruning_constraint_4,pruning_constraint_5,pruning_constraint_6,pruning_constraint_7,pruning_other_1,pruning_other_2,pruning_other_3,pruning_other_4,pruning_other_5,pruning_other_6,pruning_other_7,shade_planting_status,shade_planting_constraint_1,shade_planting_constraint_2,shade_planting_constraint_3,shade_planting_constraint_4,shade_planting_constraint_5,shade_planting_constraint_6,shade_planting_constraint_7,shade_planting_other_1,shade_planting_other_2,shade_planting_other_3,shade_planting_other_4,shade_planting_other_5,shade_planting_other_6,shade_planting_other_7,suckering_status,suckering_constraint_1,suckering_constraint_2,suckering_constraint_3,suckering_constraint_4,suckering_constraint_5,suckering_constraint_6,suckering_constraint_7,suckering_other_1,suckering_other_2,suckering_other_3,suckering_other_4,suckering_other_5,suckering_other_6,suckering_other_7,bctb_status,bctb_constraint_1,bctb_constraint_2,bctb_constraint_3,bctb_constraint_4,bctb_constraint_5,bctb_constraint_6,bctb_constraint_7,bctb_other_1,bctb_other_2,bctb_other_3,bctb_other_4,bctb_other_5,bctb_other_6,bctb_other_7,cwd_status,cwd_constraint_1,cwd_constraint_2,cwd_constraint_3,cwd_constraint_4,cwd_constraint_5,cwd_constraint_6,cwd_constraint_7,cwd_other_1,cwd_other_2,cwd_other_3,cwd_other_4,cwd_other_5,cwd_other_6,cwd_other_7,manure_status,manure_constraint_1,manure_constraint_2,manure_constraint_3,manure_constraint_4,manure_constraint_5,manure_constraint_6,manure_constraint_7,manure_other_1,manure_other_2,manure_other_3,manure_other_4,manure_other_5,manure_other_6,manure_other_7,gap_filling_status,gap_filling_constraint_1,gap_filling_constraint_2,gap_filling_constraint_3,gap_filling_constraint_4,gap_filling_constraint_5,gap_filling_constraint_6,gap_filling_constraint_7,gap_filling_other_1,gap_filling_other_2,gap_filling_other_3,gap_filling_other_4,gap_filling_other_5,gap_filling_other_6,gap_filling_other_7,trenching_status,trenching_constraint_1,trenching_constraint_2,trenching_constraint_3,trenching_constraint_4,trenching_constraint_5,trenching_constraint_6,trenching_constraint_7,trenching_other_1,trenching_other_2,trenching_other_3,trenching_other_4,trenching_other_5,trenching_other_6,trenching_other_7,de_silting_status,de_silting_constraint_1,de_silting_constraint_2,de_silting_constraint_3,de_silting_constraint_4,de_silting_constraint_5,de_silting_constraint_6,de_silting_constraint_7,de_silting_other_1,de_silting_other_2,de_silting_other_3,de_silting_other_4,de_silting_other_5,de_silting_other_6,de_silting_other_7,basins_status,basins_constraint_1,basins_constraint_2,basins_constraint_3,basins_constraint_4,basins_constraint_5,basins_constraint_6,basins_constraint_7,basins_other_1,basins_other_2,basins_other_3,basins_other_4,basins_other_5,basins_other_6,basins_other_7,fert_status,fert_constraint_1,fert_constraint_2,fert_constraint_3,fert_constraint_4,fert_constraint_5,fert_constraint_6,fert_constraint_7,fert_other_1,fert_other_2,fert_other_3,fert_other_4,fert_other_5,fert_other_6,fert_other_7,shade_management_status,shade_management_constraint_1,shade_management_constraint_2,shade_management_constraint_3,shade_management_constraint_4,shade_management_constraint_5,shade_management_constraint_6,shade_management_constraint_7,shade_management_other_1,shade_management_other_2,shade_management_other_3,shade_management_other_4,shade_management_other_5,shade_management_other_6,shade_management_other_7
NA,m,1,1,400,trees,total,LWANDA,KIYOVU,KIYOVU_A,weeding shade_plant suckering cwd manure gap trenching pruning shade_manage silting,never,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,skill,labor,cost,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,access,skill,time,cost,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,access,skill,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,skill,access,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,access,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,time,skill,access,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,skill,labor,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,f,1,1,100,trees,total,LWANDA,KIYOVU,LUKYAMO,shade_plant suckering bctb cwd manure trenching mulching pruning herbicide silting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,skill,labor,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,cost,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,skill,labor,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skill,labor,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,access,cost,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,access,cost,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,access,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skill,cost,labor,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,access,skill,cost,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,f,1,1,30,trees,total,LWANDA,KIYOVU,KIYOVU_A,weeding suckering bctb manure gap trenching mulching pruning shade_manage silting,NA,time,labor,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,other,labor,cost,skill,time,access,NA,biting insects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,skill,labor,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,time,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,access,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,cost,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,cost,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,time,cost,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skill,access,labor,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,f,1,1,200,trees,total,LWANDA,KIYOVU,KIYOVU_A,weeding shade_plant suckering bctb cwd basin pruning fert shade_manage silting,NA,access,cost,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,skill,labor,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,time,access,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skill,labor,time,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,time,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,access,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,labor,skill,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,access,skill,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,access,skill,none,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,m,1,1,400,trees,total,LWANDA,KIYOVU,KIYOVU_A,suckering bctb manure basin mulching pruning fert herbicide shade_manage silting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,skill,access,cost,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,access,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,cost,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,time,skill,access,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,labor,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,access,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,time,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,time,access,other,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,skill,cost,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,500,trees,total,LWANDA,KIYOVU,KIYOVU_A,weeding shade_plant suckering bctb cwd manure trenching pruning fert herbicide,NA,time,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,cost,skill,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,time,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,access,cost,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,cost,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,cost,access,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,cost,access,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,cost,access,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,access,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,f,1,1,100,trees,total,LWANDA,KIYOVU,KIYOVU_A,weeding suckering bctb gap pruning,NA,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,access,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,labor,time,access,cost,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,f,1,1,300,trees,total,LWANDA,BITABAGO,KITEMBA,weeding herbicide mulching pruning shade_planting suckering bctb manure gap_filling shade_management,current,labor,cost,skill,time,access,other,NA,NA,NA,NA,NA,NA,Damage to roots during dryseason,NA,current,cost,labor,skill,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,access,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,labor,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,cost,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,m,1,1,200,trees,plot,LWANDA,BITABAGO,KITEMBA,mulching shade_planting suckering bctb cwd manure gap_filling trenching fertilizer shade_management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,other,skill,cost,labor,time,access,NA,Competition with coffee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,labor,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,skill,time,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,skill,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,time,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,cost,labor,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,NA,NA,NA,LWANDA,BITABAGO,KITEMBA,weeding herbicide pruning suckering cwd trenching trench_silting basins fertilizer shade_management,current,cost,labor,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,cost,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,labor,time,other,skill,access,NA,NA,NA,NA,Fear damage coffee roots,NA,NA,NA,never,labor,time,skill,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,skill,labor,access,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,0,4000,trees,total,LWANDA,BITABAGO,KITEMBA,weeding herbicide pruning shade_planting suckering bctb cwd manure gap_filling fertilizer,current,time,cost,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,cost,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,cost,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,time,skill,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,500,trees,total,LWANDA,BITABAGO,KITEMBA,weeding herbicide mulching shade_planting suckering cwd manure gap_filling trenching trench_silting,current,labor,cost,time,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,cost,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,labor,cost,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,skill,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1,1,1500,trees,total,LWANDA,BITABAGO,KAKOMA_B,weeding herbicide mulching bctb cwd manure gap_filling trenching trench_silting fertilizer,current,cost,time,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,access,labor,skill,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,access,time,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,cost,time,skill,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,other,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,access,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,m,1,1,700,trees,total,LWANDA,BITABAGO,KITEMBA,herbicide pruning shade_planting suckering bctb manure gap_filling trench_silting fertilizer shade_management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,cost,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,access,cost,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,time,access,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,skill,access,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,access,skill,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,cost,labor,skill,access,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,labor,skill,time,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,m,1,1,600,trees,total,LWANDA,BITABAGO,KAKOMA_B,weeding herbicide mulching pruning suckering manure gap_filling trenching fertilizer,current,cost,access,skill,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,labor,access,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,access,cost,labor,time,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,access,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,access,skill,cost,time,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,access,cost,labor,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,skill,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,never,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,cost,labor,skill,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,f,0,1,7000,trees,total,LWANDA,BITABAGO,KAKOMA_B,herbicide pruning shade_planting suckering bctb manure trench_silting basins fertilizer shade_management,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,time,access,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,labor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,labor,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,time,labor,access,skill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,time,cost,labor,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,labor,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,previous,labor,cost,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,cost,skill,labor,time,access,NA,NA,NA,NA,NA,NA,NA,NA,NA,current,skill,time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
